Date,Open,High,Low,Close,Adj Close,Volume,Tesla Trend,Musk Trend,GM Trend,EV Trend,Coronavirus Trend,Month,Day of the Month,Day of the Week,Day of the Year,Year
2018-07-25,59.348,61.924,58.900002,61.748001,61.748001,35377000.0,31.200000000000003,3.57,59.22,16.64,0.0,7,25,2,206,2018
2018-07-26,60.970001,62.139999,60.728001,61.330002,61.330002,23152500.0,30.42,4.83,59.85,23.36,0.0,7,26,3,207,2018
2018-07-27,61.450001,61.537998,59.068001,59.436001,59.436001,28516500.0,30.42,3.99,58.59,32.0,0.0,7,27,4,208,2018
2018-07-30,59.18,59.220001,57.226002,58.034,58.034,34070500.0,32.76,3.15,63.0,30.08,0.0,7,30,0,211,2018
2018-07-31,58.450001,59.664001,57.813999,59.627998,59.627998,25384500.0,31.200000000000003,2.94,57.33,22.4,0.0,7,31,1,212,2018
2018-08-01,59.598,60.599998,58.599998,60.167999,60.167999,50647000.0,33.44,3.91,61.1,25.08,0.0,8,1,2,213,2018
2018-08-02,65.688004,69.998001,64.632004,69.907997,69.907997,116075000.0,33.88,4.590000000000001,56.55,26.07,0.0,8,2,3,214,2018
2018-08-03,69.561996,71.0,68.505997,69.634003,69.634003,68282500.0,25.96,3.5700000000000003,57.2,25.74,0.0,8,3,4,215,2018
2018-08-06,69.092003,70.996002,68.363998,68.398003,68.398003,42821500.0,22.88,2.72,62.400000000000006,24.42,0.0,8,6,0,218,2018
2018-08-07,68.767998,77.491997,67.830002,75.914001,75.914001,154379000.0,44.0,11.56,59.8,21.78,0.0,8,7,1,219,2018
2018-08-08,73.818001,76.528,73.424004,74.068001,74.068001,122856000.0,40.04,10.2,59.8,25.08,0.0,8,8,2,220,2018
2018-08-09,73.110001,73.402,69.146004,70.489998,70.489998,85919000.0,29.48,5.61,57.85,29.040000000000003,0.0,8,9,3,221,2018
2018-08-10,70.800003,72.0,69.199997,71.098,71.098,57760000.0,25.08,4.42,58.5,26.73,0.0,8,10,4,222,2018
2018-08-13,72.225998,72.638,69.804001,71.281998,71.281998,52319500.0,24.64,5.95,65.0,26.4,0.0,8,13,0,225,2018
2018-08-14,71.690002,71.839996,69.419998,69.528,69.528,34932000.0,24.64,10.37,63.05,17.82,0.0,8,14,1,226,2018
2018-08-15,68.382004,68.898003,66.428001,67.737999,67.737999,45506500.0,22.88,6.800000000000001,61.75,27.39,0.0,8,15,2,227,2018
2018-08-16,67.982002,68.456001,66.764,67.089996,67.089996,30320000.0,23.32,5.61,58.5,19.14,0.0,8,16,3,228,2018
2018-08-17,64.699997,65.353996,60.706001,61.099998,61.099998,94793000.0,30.8,17.0,61.75,25.41,0.0,8,17,4,229,2018
2018-08-20,58.34,61.700001,57.639999,61.688,61.688,87011500.0,28.6,9.35,59.15,30.03,0.0,8,20,0,232,2018
2018-08-21,62.122002,64.958,61.799999,64.379997,64.379997,65861000.0,24.64,6.970000000000001,61.1,27.06,0.0,8,21,1,233,2018
2018-08-22,64.174004,64.776001,62.933998,64.328003,64.328003,29730000.0,21.56,7.48,59.15,28.05,0.0,8,22,2,234,2018
2018-08-23,63.827999,65.463997,63.619999,64.019997,64.019997,25736500.0,21.56,5.2700000000000005,61.75,25.41,0.0,8,23,3,235,2018
2018-08-24,64.139999,64.769997,63.880001,64.564003,64.564003,18013000.0,24.2,4.42,59.8,22.44,0.0,8,24,4,236,2018
2018-08-27,63.599998,64.487999,61.762001,63.854,63.854,65396500.0,24.2,4.08,63.7,25.74,0.0,8,27,0,239,2018
2018-08-28,63.681999,63.776001,62.237999,62.372002,62.372002,38245500.0,20.68,4.25,62.400000000000006,33.0,0.0,8,28,1,240,2018
2018-08-29,62.054001,62.369999,60.737999,61.001999,61.001999,37237000.0,22.0,5.2700000000000005,56.55,31.35,0.0,8,29,2,241,2018
2018-08-30,60.452,60.919998,59.543999,60.630001,60.630001,36083500.0,21.56,4.25,59.8,22.77,0.0,8,30,3,242,2018
2018-08-31,60.400002,61.062,59.720001,60.332001,60.332001,26875500.0,21.12,3.91,58.5,23.1,0.0,8,31,4,243,2018
2018-09-04,59.388,59.638,57.599998,57.790001,57.790001,41752500.0,19.8,1.85,56.96,19.24,0.0,9,4,1,247,2018
2018-09-05,57.009998,57.355999,55.436001,56.147999,56.147999,38604000.0,20.7,3.7,56.96,26.64,0.0,9,5,2,248,2018
2018-09-06,56.959999,58.234001,55.776001,56.189999,56.189999,37404000.0,19.8,3.33,56.32,32.56,0.0,9,6,3,249,2018
2018-09-07,52.02,53.669998,50.450001,52.647999,52.647999,112459500.0,45.0,37.0,53.76,17.02,0.0,9,7,4,250,2018
2018-09-10,54.652,57.206001,54.200001,57.099998,57.099998,71417500.0,31.05,13.69,58.88,22.94,0.0,9,10,0,253,2018
2018-09-11,55.894001,56.400002,54.709999,55.888,55.888,45850000.0,29.7,11.47,55.04,35.15,0.0,9,11,1,254,2018
2018-09-12,56.287998,58.5,55.73,58.108002,58.108002,50077000.0,27.9,8.879999999999999,64.0,26.64,0.0,9,12,2,255,2018
2018-09-13,57.604,59.0,57.035999,57.891998,57.891998,31701500.0,26.1,7.77,64.0,29.6,0.0,9,13,3,256,2018
2018-09-14,57.751999,59.466,57.304001,59.040001,59.040001,33828000.0,23.85,6.66,56.96,28.12,0.0,9,14,4,257,2018
2018-09-17,58.007999,60.174,57.625999,58.967999,58.967999,34438000.0,22.05,5.55,56.96,29.6,0.0,9,17,0,260,2018
2018-09-18,59.338001,60.528,55.099998,56.992001,56.992001,82737500.0,27.0,8.51,56.96,37.0,0.0,9,18,1,261,2018
2018-09-19,56.102001,60.0,56.099998,59.804001,59.804001,41474500.0,24.3,5.92,57.6,23.68,0.0,9,19,2,262,2018
2018-09-20,60.712002,61.195999,58.666,59.666,59.666,36747000.0,22.95,4.81,55.68,29.97,0.0,9,20,3,263,2018
2018-09-21,59.540001,60.116001,59.074001,59.82,59.82,25252500.0,21.15,4.44,54.4,24.79,0.0,9,21,4,264,2018
2018-09-24,59.695999,60.599998,58.716,59.936001,59.936001,24215000.0,21.15,2.96,62.08,29.6,0.0,9,24,0,267,2018
2018-09-25,60.0,60.919998,59.299999,60.198002,60.198002,22408500.0,20.7,3.33,58.24,28.86,0.0,9,25,1,268,2018
2018-09-26,60.382,62.778,60.222,61.916,61.916,39216000.0,22.5,2.96,55.04,28.12,0.0,9,26,2,269,2018
2018-09-27,62.580002,62.992001,61.382,61.504002,61.504002,42545500.0,29.7,7.77,51.84,28.86,0.0,9,27,3,270,2018
2018-09-28,54.051998,55.599998,52.112,52.953999,52.953999,168248500.0,41.4,13.32,53.76,22.2,0.0,9,28,4,271,2018
2018-10-01,61.153999,62.287998,60.209999,62.139999,62.139999,108888000.0,45.0,13.86,53.3,31.82,0.0,10,1,0,274,2018
2018-10-02,62.790001,63.368,59.830002,60.203999,60.203999,58717500.0,37.8,8.61,52.0,23.68,0.0,10,2,1,275,2018
2018-10-03,60.666,60.919998,58.313999,58.959999,58.959999,39975000.0,28.8,6.3,53.3,25.9,0.0,10,3,2,276,2018
2018-10-04,58.790001,58.799999,55.534,56.366001,56.366001,49071000.0,30.6,6.93,59.8,19.98,0.0,10,4,3,277,2018
2018-10-05,54.93,54.976002,52.0,52.389999,52.389999,89722500.0,31.95,6.51,50.7,24.42,0.0,10,5,4,278,2018
2018-10-08,52.903999,53.551998,49.799999,50.112,50.112,67363500.0,33.300000000000004,7.14,51.35,25.16,0.0,10,8,0,281,2018
2018-10-09,51.049999,53.354,50.66,52.560001,52.560001,60303000.0,32.4,4.62,52.0,26.64,0.0,10,9,1,282,2018
2018-10-10,52.922001,53.102001,49.554001,51.375999,51.375999,64076500.0,31.05,3.57,52.65,29.97,0.0,10,10,2,283,2018
2018-10-11,51.506001,52.450001,49.806,50.445999,50.445999,40838500.0,29.25,3.78,51.35,37.0,0.0,10,11,3,284,2018
2018-10-12,52.200001,52.397999,50.402,51.756001,51.756001,36007000.0,28.8,3.36,49.4,23.31,0.0,10,12,4,285,2018
2018-10-15,51.812,52.655998,50.908001,51.917999,51.917999,31000000.0,28.35,4.2,55.25,27.01,0.0,10,15,0,288,2018
2018-10-16,53.139999,55.476002,52.448002,55.318001,55.318001,47632000.0,27.9,4.41,53.95,29.97,0.0,10,16,1,289,2018
2018-10-17,56.48,56.540001,53.16,54.355999,54.355999,43277500.0,26.55,3.57,50.7,22.94,0.0,10,17,2,290,2018
2018-10-18,53.858002,54.200001,52.599998,52.782001,52.782001,27106000.0,27.0,3.15,50.05,25.53,0.0,10,18,3,291,2018
2018-10-19,53.478001,53.931999,50.700001,52.0,52.0,46877500.0,34.2,6.72,52.0,31.45,0.0,10,19,4,292,2018
2018-10-22,52.136002,52.372002,50.518002,52.189999,52.189999,28001500.0,27.45,8.19,52.0,25.9,0.0,10,22,0,295,2018
2018-10-23,52.773998,59.585999,52.419998,58.827999,58.827999,95139000.0,32.4,6.93,50.7,24.42,0.0,10,23,1,296,2018
2018-10-24,60.209999,60.888,57.146,57.700001,57.700001,100291500.0,40.05,5.67,49.4,28.86,0.0,10,24,2,297,2018
2018-10-25,63.444,64.199997,60.202,62.972,62.972,104203500.0,39.6,4.62,55.25,22.2,0.0,10,25,3,298,2018
2018-10-26,61.650002,67.980003,61.330002,66.18,66.18,137127500.0,34.65,5.67,52.0,28.12,0.0,10,26,4,299,2018
2018-10-29,67.494003,69.431999,65.300003,66.970001,66.970001,72430000.0,29.7,4.83,54.6,31.08,0.0,10,29,0,302,2018
2018-10-30,65.678001,67.580002,64.452003,65.980003,65.980003,45633500.0,27.0,3.99,57.2,19.24,0.0,10,30,1,303,2018
2018-10-31,66.508003,68.400002,65.82,67.463997,67.463997,38121500.0,26.55,3.36,65.0,12.95,0.0,10,31,2,304,2018
2018-11-01,67.652,69.568001,66.945999,68.856003,68.856003,40000500.0,33.95,9.57,30.020000000000003,24.5,0.0,11,1,3,305,2018
2018-11-02,68.748001,69.839996,68.181999,69.281998,69.281998,39040000.0,35.0,9.57,25.28,17.15,0.0,11,2,4,306,2018
2018-11-05,68.099998,68.792,66.028,68.279999,68.279999,39155000.0,32.55,10.12,23.700000000000003,21.35,0.0,11,5,0,309,2018
2018-11-06,67.814003,69.760002,67.218002,68.211998,68.211998,33814500.0,29.75,7.81,23.700000000000003,19.25,0.0,11,6,1,310,2018
2018-11-07,68.667999,70.236,68.160004,69.632004,69.632004,36872500.0,27.65,8.69,22.12,22.05,0.0,11,7,2,311,2018
2018-11-08,69.699997,71.515999,69.688004,70.279999,70.279999,35453500.0,31.85,10.89,23.700000000000003,16.799999999999997,0.0,11,8,3,312,2018
2018-11-09,69.800003,70.800003,69.045998,70.101997,70.101997,25494000.0,32.2,9.13,23.700000000000003,26.95,0.0,11,9,4,313,2018
2018-11-12,69.674004,69.956001,66.068001,66.255997,66.255997,34707500.0,31.15,8.25,24.49,21.35,0.0,11,12,0,316,2018
2018-11-13,66.632004,68.940002,66.440002,67.746002,67.746002,27243000.0,31.15,10.45,23.700000000000003,21.7,0.0,11,13,1,317,2018
2018-11-14,68.540001,69.421997,67.43,68.800003,68.800003,25201500.0,30.1,7.26,23.700000000000003,18.55,0.0,11,14,2,318,2018
2018-11-15,68.466003,69.716003,67.807999,69.688004,69.688004,23128500.0,30.1,7.37,23.700000000000003,30.45,0.0,11,15,3,319,2018
2018-11-16,69.038002,71.139999,69.024002,70.862,70.862,36031000.0,32.9,7.48,22.12,12.25,0.0,11,16,4,320,2018
2018-11-19,71.267998,73.349998,70.575996,70.694,70.694,48544500.0,32.2,7.26,24.49,32.55,0.0,11,19,0,323,2018
2018-11-20,68.349998,69.959999,66.709999,69.498001,69.498001,40023500.0,31.85,6.38,24.49,28.35,0.0,11,20,1,324,2018
2018-11-21,70.400002,70.620003,67.480003,67.638,67.638,23434000.0,31.85,6.82,22.12,19.6,0.0,11,21,2,325,2018
2018-11-23,66.870003,67.5,65.110001,65.166,65.166,21013000.0,31.85,6.16,18.96,20.65,0.0,11,23,4,327,2018
2018-11-26,65.0,69.244003,65.0,69.199997,69.199997,39960500.0,30.8,9.9,63.99,22.75,0.0,11,26,0,330,2018
2018-11-27,68.010002,69.391998,67.099998,68.783997,68.783997,31791500.0,31.5,9.9,79.0,35.0,0.0,11,27,1,331,2018
2018-11-28,69.197998,69.655998,68.442001,69.573997,69.573997,20638000.0,34.3,10.34,63.2,31.5,0.0,11,28,2,332,2018
2018-11-29,69.400002,69.5,67.910004,68.234001,68.234001,15403500.0,32.9,11.0,41.870000000000005,30.1,0.0,11,29,3,333,2018
2018-11-30,68.365997,70.32,67.652,70.096001,70.096001,28145500.0,33.599999999999994,8.58,34.760000000000005,31.5,0.0,11,30,4,334,2018
2018-12-03,72.0,73.199997,70.400002,71.697998,71.697998,41532500.0,27.74,3.12,64.0,26.95,0.0,12,3,0,337,2018
2018-12-04,71.209999,73.736,70.400002,71.940002,71.940002,42309500.0,33.06,2.8600000000000003,60.8,35.0,0.0,12,4,1,338,2018
2018-12-06,71.202003,73.475998,70.152,72.612,72.612,39212500.0,29.64,3.51,62.08,26.25,0.0,12,6,3,340,2018
2018-12-07,73.800003,75.898003,71.529999,71.594002,71.594002,57556000.0,31.54,3.38,56.32,22.4,0.0,12,7,4,341,2018
2018-12-10,72.0,73.195999,70.624001,73.029999,73.029999,33067500.0,36.1,13.0,56.32,21.0,0.0,12,10,0,344,2018
2018-12-11,73.982002,74.433998,72.045998,73.351997,73.351997,31544000.0,33.82,6.37,51.84,23.45,0.0,12,11,1,345,2018
2018-12-12,73.884003,74.382004,73.031998,73.32,73.32,25135000.0,29.26,4.42,50.56,27.3,0.0,12,12,2,346,2018
2018-12-13,74.029999,75.487999,73.349998,75.358002,75.358002,36829500.0,32.68,4.16,51.84,31.15,0.0,12,13,3,347,2018
2018-12-14,75.0,75.573997,72.865997,73.141998,73.141998,31688000.0,31.92,4.16,53.76,19.95,0.0,12,14,4,348,2018
2018-12-17,72.400002,73.139999,68.776001,69.683998,69.683998,38370000.0,31.54,2.8600000000000003,53.120000000000005,25.9,0.0,12,17,0,351,2018
2018-12-18,70.108002,70.309998,66.737999,67.405998,67.405998,35500000.0,33.44,3.51,49.28,20.3,0.0,12,18,1,352,2018
2018-12-19,67.519997,69.402,65.947998,66.594002,66.594002,41371000.0,34.96,7.930000000000001,47.36,17.5,0.0,12,19,2,353,2018
2018-12-20,65.410004,66.057999,62.374001,63.076,63.076,45359500.0,35.72,6.37,52.48,25.9,0.0,12,20,3,354,2018
2018-12-21,63.48,64.694,62.487999,63.953999,63.953999,40084000.0,33.44,4.55,49.92,17.849999999999998,0.0,12,21,4,355,2018
2018-12-24,62.700001,62.900002,59.040001,59.077999,59.077999,27799500.0,36.48,4.03,39.68,17.849999999999998,0.0,12,24,0,358,2018
2018-12-26,60.0,65.393997,58.818001,65.218002,65.218002,40815500.0,36.86,3.38,49.28,22.75,0.0,12,26,2,360,2018
2018-12-27,63.967999,64.433998,60.299999,63.226002,63.226002,42875500.0,38.0,3.77,48.0,25.9,0.0,12,27,3,361,2018
2018-12-28,64.620003,67.248001,63.681999,66.774002,66.774002,49695000.0,35.72,3.51,51.2,16.45,0.0,12,28,4,362,2018
2018-12-31,67.557999,67.842003,65.052002,66.559998,66.559998,31511500.0,32.3,2.99,49.28,23.45,0.0,12,31,0,365,2018
2019-01-02,61.220001,63.026001,59.759998,62.023998,62.023998,58293000.0,37.0,8.700000000000001,55.8,34.0,0.0,1,2,2,2,2019
2019-01-03,61.400002,61.880001,59.476002,60.071999,60.071999,34826000.0,32.19,7.1000000000000005,55.18,17.68,0.0,1,3,3,3,2019
2019-01-04,61.200001,63.599998,60.546001,63.537998,63.537998,36970500.0,28.86,9.7,55.18,22.44,0.0,1,4,4,4,2019
2019-01-07,64.344002,67.348,63.549999,66.991997,66.991997,37756000.0,25.9,8.200000000000001,48.98,27.200000000000003,0.0,1,7,0,7,2019
2019-01-08,68.391998,68.802002,65.403999,67.07,67.07,35042500.0,25.53,6.9,48.98,19.040000000000003,0.0,1,8,1,8,2019
2019-01-09,67.099998,68.699997,66.293999,67.706001,67.706001,27164500.0,28.12,7.800000000000001,54.56,19.380000000000003,0.0,1,9,2,9,2019
2019-01-10,66.879997,69.078003,66.358002,68.994003,68.994003,30282000.0,28.86,7.6,51.46,18.360000000000003,0.0,1,10,3,10,2019
2019-01-11,68.417999,69.681999,67.753998,69.452003,69.452003,25195500.0,26.64,10.0,57.04,18.700000000000003,0.0,1,11,4,11,2019
2019-01-14,68.475998,68.5,66.800003,66.879997,66.879997,26236500.0,25.16,6.7,56.42,24.82,0.0,1,14,0,14,2019
2019-01-15,67.0,69.760002,66.900002,68.886002,68.886002,30283000.0,25.53,7.9,53.32,27.540000000000003,0.0,1,15,1,15,2019
2019-01-16,68.956001,70.400002,68.699997,69.209999,69.209999,23458500.0,25.53,7.7,54.56,20.74,0.0,1,16,2,16,2019
2019-01-17,69.241997,70.300003,68.830002,69.461998,69.461998,18383500.0,25.16,7.0,62.0,26.180000000000003,0.0,1,17,3,17,2019
2019-01-18,64.599998,65.426003,59.945999,60.452,60.452,120754000.0,35.89,8.200000000000001,56.42,24.14,0.0,1,18,4,18,2019
2019-01-22,60.964001,61.599998,59.099998,59.784,59.784,60333500.0,25.16,6.6000000000000005,51.46,29.58,0.0,1,22,1,22,2019
2019-01-23,58.5,58.900002,56.338001,57.518002,57.518002,62650000.0,28.49,7.1000000000000005,52.7,24.14,0.0,1,23,2,23,2019
2019-01-24,56.605999,58.736,55.855999,58.301998,58.301998,40061000.0,27.01,7.7,53.94,24.82,0.0,1,24,3,24,2019
2019-01-25,58.877998,59.703999,57.91,59.408001,59.408001,36248000.0,26.27,6.9,55.18,12.920000000000002,0.0,1,25,4,25,2019
2019-01-28,58.582001,59.492001,57.549999,59.276001,59.276001,32116500.0,24.42,9.6,53.32,14.96,0.0,1,28,0,28,2019
2019-01-29,59.054001,59.712002,58.360001,59.492001,59.492001,23108500.0,24.79,8.700000000000001,50.84,26.180000000000003,0.0,1,29,1,29,2019
2019-01-30,60.09,61.799999,59.698002,61.754002,61.754002,56251500.0,30.71,8.5,51.46,20.06,0.0,1,30,2,30,2019
2019-01-31,60.200001,62.312,58.799999,61.403999,61.403999,62846000.0,31.82,6.7,58.9,20.4,0.0,1,31,3,31,2019
2019-02-01,61.084,63.220001,60.700001,62.442001,62.442001,36417000.0,20.52,4.8100000000000005,54.120000000000005,34.44,0.0,2,1,4,32,2019
2019-02-04,62.596001,63.060001,60.375999,62.577999,62.577999,36760500.0,19.08,4.8100000000000005,59.400000000000006,25.42,0.0,2,4,0,35,2019
2019-02-05,62.498001,64.487999,62.450001,64.269997,64.269997,33714000.0,21.24,4.42,65.34,31.57,0.0,2,5,1,36,2019
2019-02-06,63.917999,64.848,63.124001,63.444,63.444,25192500.0,23.76,5.46,66.0,35.669999999999995,0.0,2,6,2,37,2019
2019-02-07,62.66,62.939999,60.599998,61.501999,61.501999,32603000.0,20.88,5.2,57.42,36.49,0.0,2,7,3,38,2019
2019-02-08,61.366001,61.490002,59.700001,61.16,61.16,29221000.0,19.8,5.07,58.74,27.88,0.0,2,8,4,39,2019
2019-02-11,62.32,63.720001,62.099998,62.568001,62.568001,35648500.0,18.72,5.07,48.84,41.0,0.0,2,11,0,42,2019
2019-02-12,63.240002,63.638,61.924,62.362,62.362,27588000.0,18.0,4.42,49.5,35.669999999999995,0.0,2,12,1,43,2019
2019-02-13,62.470001,62.549999,61.113998,61.633999,61.633999,25708000.0,19.08,4.68,50.16,35.669999999999995,0.0,2,13,2,44,2019
2019-02-14,60.675999,61.354,60.200001,60.754002,60.754002,26004000.0,19.44,5.33,49.5,32.39,0.0,2,14,3,45,2019
2019-02-15,60.900002,61.599998,60.779999,61.576,61.576,19524500.0,18.36,4.68,50.16,21.73,0.0,2,15,4,46,2019
2019-02-19,61.312,62.307999,61.094002,61.127998,61.127998,20842000.0,20.88,5.2,51.48,36.08,0.0,2,19,1,50,2019
2019-02-20,60.882,61.259998,59.799999,60.512001,60.512001,35710500.0,21.6,6.11,50.82,26.24,0.0,2,20,2,51,2019
2019-02-21,60.362,60.647999,58.099998,58.245998,58.245998,44546000.0,20.88,5.59,48.18,31.98,0.0,2,21,3,52,2019
2019-02-22,58.897999,59.299999,58.419998,58.942001,58.942001,28703000.0,20.88,7.28,48.84,30.75,0.0,2,22,4,53,2019
2019-02-25,59.582001,60.580002,59.400002,59.754002,59.754002,33132500.0,20.16,9.49,50.16,31.16,0.0,2,25,0,56,2019
2019-02-26,58.444,60.402,57.754002,59.571999,59.571999,42912500.0,22.32,13.0,52.14,21.32,0.0,2,26,1,57,2019
2019-02-27,60.355999,63.259998,60.110001,62.948002,62.948002,55919500.0,20.52,10.27,50.16,29.11,0.0,2,27,2,58,2019
2019-02-28,63.784,64.0,62.161999,63.976002,63.976002,52603500.0,36.0,9.62,50.16,35.26,0.0,2,28,3,59,2019
2019-03-01,61.388,61.425999,58.380001,58.958,58.958,114557000.0,39.75,11.64,55.8,43.0,0.0,3,1,4,60,2019
2019-03-04,59.624001,59.799999,56.556,57.071999,57.071999,85484000.0,21.73,10.44,55.8,24.08,0.0,3,4,0,63,2019
2019-03-05,56.400002,56.799999,54.02,55.307999,55.307999,93823500.0,19.61,9.36,54.56,28.38,0.0,3,5,1,64,2019
2019-03-06,55.296001,56.301998,54.877998,55.248001,55.248001,51677500.0,18.02,9.96,57.66,23.65,0.0,3,6,2,65,2019
2019-03-07,55.768002,56.939999,54.849998,55.318001,55.318001,47212500.0,19.08,10.56,62.0,26.66,0.0,3,7,3,66,2019
2019-03-08,55.382,57.118,55.178001,56.827999,56.827999,44098000.0,16.96,8.879999999999999,55.8,26.23,0.0,3,8,4,67,2019
2019-03-11,56.703999,58.256001,56.099998,58.183998,58.183998,36961500.0,16.96,7.319999999999999,55.8,25.37,0.0,3,11,0,70,2019
2019-03-12,57.298,57.613998,56.212002,56.672001,56.672001,37520500.0,16.43,6.96,53.94,21.93,0.0,3,12,1,71,2019
2019-03-13,56.779999,58.397999,56.540001,57.792,57.792,34223500.0,15.9,6.359999999999999,56.42,28.81,0.0,3,13,2,72,2019
2019-03-14,58.490002,59.077999,57.658001,57.992001,57.992001,35517000.0,19.61,6.359999999999999,53.94,20.21,0.0,3,14,3,73,2019
2019-03-15,56.702,56.743999,54.880001,55.085999,55.085999,73927500.0,53.0,8.879999999999999,50.84,27.95,0.0,3,15,4,74,2019
2019-03-18,55.200001,55.610001,53.459999,53.897999,53.897999,51405000.0,21.200000000000003,6.96,58.9,23.22,0.0,3,18,0,77,2019
2019-03-19,53.5,54.66,52.692001,53.493999,53.493999,59003000.0,19.08,7.199999999999999,54.56,22.36,0.0,3,19,1,78,2019
2019-03-20,53.938,54.993999,53.259998,54.720001,54.720001,34541000.0,18.02,6.84,57.66,27.95,0.0,3,20,2,79,2019
2019-03-21,54.52,55.290001,53.689999,54.804001,54.804001,29735500.0,17.490000000000002,6.359999999999999,51.46,27.52,0.0,3,21,3,80,2019
2019-03-22,54.515999,54.560001,52.799999,52.905998,52.905998,43728000.0,18.02,6.48,53.94,20.21,0.0,3,22,4,81,2019
2019-03-25,51.942001,52.636002,50.891998,52.084,52.084,51075000.0,16.43,5.16,54.56,25.37,0.0,3,25,0,84,2019
2019-03-26,52.888,54.051998,52.886002,53.554001,53.554001,36754500.0,15.9,5.16,52.08,33.97,0.0,3,26,1,85,2019
2019-03-27,53.75,55.074001,53.636002,54.966,54.966,43896000.0,15.9,5.88,52.7,21.93,0.0,3,27,2,86,2019
2019-03-28,55.431999,56.066002,55.02,55.723999,55.723999,33870500.0,14.84,4.92,53.94,24.51,0.0,3,28,3,87,2019
2019-03-29,55.740002,56.032001,54.900002,55.972,55.972,29956500.0,14.84,4.68,55.8,21.07,0.0,3,29,4,88,2019
2019-04-01,56.523998,57.84,56.256001,57.835999,57.835999,40552000.0,29.44,13.0,60.14,23.92,0.0,4,1,0,91,2019
2019-04-02,57.66,57.888,56.776001,57.175999,57.175999,27394500.0,31.28,7.28,57.66,28.52,0.0,4,2,1,92,2019
2019-04-03,57.464001,59.234001,57.433998,58.362,58.362,39597000.0,31.28,4.94,57.04,29.9,0.0,4,3,2,93,2019
2019-04-04,52.377998,54.240002,52.118,53.556,53.556,118603500.0,37.72,5.8500000000000005,56.42,23.92,0.0,4,4,3,94,2019
2019-04-05,53.972,55.220001,53.222,54.992001,54.992001,65191500.0,34.04,4.8100000000000005,57.04,29.9,0.0,4,5,4,95,2019
2019-04-08,55.537998,56.231998,54.088001,54.639999,54.639999,52052000.0,31.28,2.99,58.28,30.82,0.0,4,8,0,98,2019
2019-04-09,54.330002,55.0,53.922001,54.462002,54.462002,29520000.0,29.9,3.38,55.8,33.120000000000005,0.0,4,9,1,99,2019
2019-04-10,55.348,55.675999,54.577999,55.212002,55.212002,35306500.0,28.52,2.99,57.66,46.0,0.0,4,10,2,100,2019
2019-04-11,53.66,54.099998,53.119999,53.683998,53.683998,49179500.0,28.98,3.77,57.66,28.98,0.0,4,11,3,101,2019
2019-04-12,54.043999,54.389999,53.366001,53.540001,53.540001,33730000.0,34.04,4.29,53.94,26.68,0.0,4,12,4,102,2019
2019-04-15,53.726002,53.776001,51.726002,53.276001,53.276001,50193000.0,28.98,3.51,54.56,29.44,0.0,4,15,0,105,2019
2019-04-16,53.150002,55.0,52.944,54.672001,54.672001,36364500.0,27.6,3.25,52.7,39.1,0.0,4,16,1,106,2019
2019-04-17,54.950001,54.958,53.708,54.245998,54.245998,25632500.0,29.44,3.51,58.28,30.360000000000003,0.0,4,17,2,107,2019
2019-04-18,54.245998,54.967999,53.950001,54.652,54.652,29381500.0,28.98,3.12,55.8,27.6,0.0,4,18,3,108,2019
2019-04-22,53.799999,53.936001,52.495998,52.549999,52.549999,60735500.0,41.86,5.33,56.42,23.46,0.0,4,22,0,112,2019
2019-04-23,52.029999,53.119999,51.150002,52.779999,52.779999,54719500.0,41.4,5.33,56.42,35.42,0.0,4,23,1,113,2019
2019-04-24,52.77,53.063999,51.599998,51.731998,51.731998,53637500.0,46.0,5.59,55.8,30.360000000000003,0.0,4,24,2,114,2019
2019-04-25,51.0,51.799999,49.214001,49.526001,49.526001,109247000.0,43.7,4.68,59.52,24.84,0.0,4,25,3,115,2019
2019-04-26,49.299999,49.335999,46.226002,47.028,47.028,111803500.0,35.42,4.68,57.66,34.96,0.0,4,26,4,116,2019
2019-04-29,47.172001,48.796001,46.433998,48.293999,48.293999,83572500.0,32.660000000000004,3.77,58.28,30.360000000000003,0.0,4,29,0,119,2019
2019-04-30,48.411999,48.841999,47.400002,47.737999,47.737999,47323000.0,31.74,4.42,62.0,28.98,0.0,4,30,1,120,2019
2019-05-01,47.77,48.0,46.299999,46.801998,46.801998,53522000.0,43.12,6.49,54.4,44.0,0.0,5,1,2,121,2019
2019-05-02,49.104,49.425999,47.543999,48.82,48.82,90796500.0,42.63,6.82,49.92,26.84,0.0,5,2,3,122,2019
2019-05-03,48.771999,51.321999,48.698002,51.006001,51.006001,118534000.0,43.61,7.26,49.92,29.92,0.0,5,3,4,123,2019
2019-05-06,50.004002,51.669998,49.700001,51.068001,51.068001,54169500.0,36.26,6.71,51.84,26.4,0.0,5,6,0,126,2019
2019-05-07,51.360001,51.442001,49.02,49.411999,49.411999,50657000.0,34.79,6.05,50.56,33.88,0.0,5,7,1,127,2019
2019-05-08,49.388,50.119999,48.84,48.967999,48.967999,30882000.0,36.26,5.94,55.68,34.32,0.0,5,8,2,128,2019
2019-05-09,48.400002,48.736,47.388,48.396,48.396,33557000.0,37.73,6.6,56.32,31.68,0.0,5,9,3,129,2019
2019-05-10,47.950001,48.397999,47.203999,47.903999,47.903999,35041500.0,49.0,11.0,56.96,38.72,0.0,5,10,4,130,2019
