Trade date,Settlement date,Transaction category,"Trade amount (in millions, USD)",Issuer,Security description,CUSIP,Price,"Accrued interest (in dollars, USD)","Total amount transferred (in millions, USD)",Counterparty,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.250 11/15/24  ,912828G38,104.21093750," 6,419.84 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.250 11/15/25  ,912828M56,104.83593750," 6,419.84 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.17968750," 46,365.49 ", 10.2 ,Amherst Pierpont Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.125 05/31/26  ,9128286X3,104.38281250," 5,167.35 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.125 05/31/26  ,9128286X3,104.39062500," 5,167.35 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,106.46875000," 107,581.97 ", 10.8 ,Deutsche Bank Securities Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.000 08/15/25  ,912828K74,103.26562500, 706.52 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.000 08/15/25  ,912828K74,103.25781250, 706.52 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 30.0 ,TSY,TN 02.000 08/15/25  ,912828K74,103.25781250," 21,195.65 ", 31.0 ,HSBC Securities (USA) Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.000 08/15/25  ,912828K74,103.25781250," 7,065.22 ", 10.3 ,Amherst Pierpont Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 50.0 ,TSY,TN 02.250 11/15/24  ,912828G38,104.20312500," 320,991.85 ", 52.4 ,Daiwa Capital Markets America Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.625 02/15/26  ,912828P46,101.14062500, 574.05 , 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 50.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.14843750," 231,827.45 ", 50.8 ,Citigroup Global Markets Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.750 02/28/25  ,9128283Z1,107.05859375," 135,258.15 ", 10.8 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.250 03/31/26  ,9128286L9,105.08593750," 9,221.31 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.250 03/31/26  ,9128286L9,105.07812500," 9,221.31 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,106.57421875," 122,961.96 ", 10.8 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.625 01/31/26  ,9128286A3,107.25390625," 19,972.83 ", 10.7 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.875 07/31/25  ,912828Y79,108.19531250," 2,187.50 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.875 04/30/25  ,9128284M9,107.90625000," 9,375.00 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 100.0 ,TSY,TN 01.875 06/30/26  ,9128287B0,102.81250000," 300,611.42 ", 103.1 ,Citigroup Global Markets Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,107.99218750," 69,911.20 ", 10.9 ,"Societe Generale, New York Branch",,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,108.00000000," 174,778.01 ", 27.2 ,"BofA Securities, Inc.",,
Aug 27 2019,Aug 28 2019,Purchase, 60.0 ,TSY,TN 03.000 10/31/25  ,9128285J5,109.23046875," 586,956.52 ", 66.1 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.39453125," 44,089.67 ", 10.8 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.000 08/15/25  ,912828K74,103.24609375," 7,065.22 ", 10.3 ,Amherst Pierpont Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.18359375," 46,365.49 ", 10.2 ,Amherst Pierpont Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.14843750," 4,636.55 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 02.125 11/30/24  ,9128283J7,103.60546875," 129,183.74 ", 26.0 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 25.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,107.99609375," 174,778.01 ", 27.2 ,Amherst Pierpont Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,107.39062500," 4,408.97 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.125 09/30/24  ,9128282Y5,103.50000000," 8,709.02 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.125 05/15/25  ,912828XB1,103.85937500," 6,063.18 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 21.0 ,TSY,TN 02.250 10/31/24  ,9128283D0,104.18750000," 154,076.09 ", 22.0 ,J.P. Morgan Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 13.0 ,TSY,TN 01.625 05/15/26  ,912828R36,101.18750000," 60,275.14 ", 13.2 ,BMO Capital Markets Corp.,,
Aug 27 2019,Aug 28 2019,Purchase, 20.0 ,TSY,TN 02.875 11/30/25  ,9128285N6,108.59375000," 139,822.40 ", 21.9 ,"Bank of Nova Scotia, New York Agency",,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.625 12/31/25  ,9128285T3,107.17968750," 4,208.56 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.625 12/31/25  ,9128285T3,107.16406250," 4,208.56 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.125 11/30/24  ,9128283J7,103.59375000," 51,673.50 ", 10.4 ,BMO Capital Markets Corp.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 02.875 07/31/25  ,912828Y79,108.20312500," 2,187.50 ", 1.1 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 1.0 ,TSY,TN 01.875 06/30/26  ,9128287B0,102.82812500," 3,006.11 ", 1.0 ,Barclays Capital Inc.,,
Aug 27 2019,Aug 28 2019,Purchase, 10.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,106.46484375," 107,581.97 ", 10.8 ,Goldman Sachs & Co. LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 100.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,107.96875000," 699,112.02 ", 108.7 ,J.P. Morgan Securities LLC,,
Aug 27 2019,Aug 28 2019,Purchase, 50.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,107.99609375," 349,556.01 ", 54.3 ,"BofA Securities, Inc.",,
Sep 04 2019,Sep 05 2019,Purchase, 25.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.94921875," 62,415.08 ", 35.5 ,HSBC Securities (USA) Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.95312500," 2,496.60 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 100.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.22656250," 959,578.80 ", 115.2 ,"Credit Suisse AG, New York Branch",,
Sep 04 2019,Sep 05 2019,Purchase, 19.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.23437500," 182,319.97 ", 21.9 ,"Wells Fargo Securities, LLC",,
Sep 04 2019,Sep 05 2019,Purchase, 5.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.22656250," 47,978.94 ", 5.8 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 3.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.23437500," 28,787.36 ", 3.5 ,BMO Capital Markets Corp.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TN 02.875 08/15/28  ,9128284V9,111.82031250," 1,640.63 ", 1.1 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.34375000," 1,997.28 ", 1.3 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,147.03906250," 19,191.58 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,147.01562500," 19,191.58 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,146.97656250," 19,191.58 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TN 02.250 08/15/27  ,9128282R0,106.17187500," 12,839.67 ", 10.6 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 3.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.96875000," 7,489.81 ", 4.3 ,"Wells Fargo Securities, LLC",,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.91406250," 2,496.60 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TB 05.250 11/15/28  ,912810FF0,132.53125000," 161,209.24 ", 13.4 ,NatWest Markets Securities Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TN 02.875 08/15/28  ,9128284V9,111.82812500," 1,640.63 ", 1.1 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.40625000," 1,997.28 ", 1.3 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.38281250," 1,997.28 ", 1.3 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.37500000," 1,997.28 ", 1.3 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 20.0 ,TSY,TB 06.125 08/15/29  ,912810FJ2,142.96875000," 69,904.89 ", 28.7 ,J.P. Morgan Securities LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 05.375 02/15/31  ,912810FP8,140.55468750," 3,067.26 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TN 02.250 08/15/27  ,9128282R0,106.17968750," 12,839.67 ", 10.6 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TN 02.250 11/15/27  ,9128283F5,106.29687500," 6,908.97 ", 1.1 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TN 02.250 11/15/27  ,9128283F5,106.29687500," 69,089.67 ", 10.7 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.96875000," 2,496.60 ", 1.4 ,J.P. Morgan Securities LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 20.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.95312500," 49,932.07 ", 28.4 ,J.P. Morgan Securities LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.23437500," 95,957.88 ", 11.5 ,Jefferies LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 30.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.21484375," 287,873.64 ", 34.6 ,"Societe Generale, New York Branch",,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.23437500," 9,595.79 ", 1.2 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 50.0 ,TSY,TN 02.875 08/15/28  ,9128284V9,111.82421875," 82,031.25 ", 56.0 ,"Societe Generale, New York Branch",,
Sep 04 2019,Sep 05 2019,Purchase, 50.0 ,TSY,TN 02.875 08/15/28  ,9128284V9,111.82421875," 82,031.25 ", 56.0 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TN 02.875 08/15/28  ,9128284V9,111.81640625," 16,406.25 ", 11.2 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 50.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.40625000," 99,864.13 ", 64.3 ,Citigroup Global Markets Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 20.0 ,TSY,TB 06.125 08/15/29  ,912810FJ2,142.96093750," 69,904.89 ", 28.7 ,J.P. Morgan Securities LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 05.375 02/15/31  ,912810FP8,140.56250000," 3,067.26 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.90625000," 2,496.60 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.89843750," 2,496.60 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.89062500," 2,496.60 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 5.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.21875000," 47,978.94 ", 5.8 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 100.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.22265625," 959,578.80 ", 115.2 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 50.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.43750000," 99,864.13 ", 64.3 ,Citigroup Global Markets Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 50.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.37500000," 99,864.13 ", 64.3 ,Citigroup Global Markets Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,147.02343750," 19,191.58 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,147.00000000," 19,191.58 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,146.99218750," 19,191.58 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.750 02/15/37  ,912810PT9,146.39062500," 2,710.60 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 14.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.96875000," 34,952.45 ", 19.9 ,BNP Paribas Securities Corp.,,
Sep 04 2019,Sep 05 2019,Purchase, 75.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.21875000," 719,684.10 ", 86.4 ,Deutsche Bank Securities Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 15.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.22656250," 143,936.82 ", 17.3 ,Amherst Pierpont Securities LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 25.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.19921875," 239,894.70 ", 28.8 ,HSBC Securities (USA) Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 29.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.23437500," 278,277.85 ", 33.4 ,Deutsche Bank Securities Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 20.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.22656250," 191,915.76 ", 23.0 ,Cantor Fitzgerald & Co.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TN 02.875 08/15/28  ,9128284V9,111.82812500," 1,640.63 ", 1.1 ,"Societe Generale, New York Branch",,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TN 02.875 08/15/28  ,9128284V9,111.82031250," 16,406.25 ", 11.2 ,"Societe Generale, New York Branch",,
Sep 04 2019,Sep 05 2019,Purchase, 50.0 ,TSY,TN 02.875 08/15/28  ,9128284V9,111.82031250," 82,031.25 ", 56.0 ,"BofA Securities, Inc.",,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 05.375 02/15/31  ,912810FP8,140.57812500," 3,067.26 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 05.375 02/15/31  ,912810FP8,140.57031250," 3,067.26 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 50.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,147.05468750," 959,578.80 ", 74.5 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.750 02/15/37  ,912810PT9,146.40625000," 2,710.60 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.92968750," 2,496.60 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.92187500," 2,496.60 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 25.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.21093750," 239,894.70 ", 28.8 ,HSBC Securities (USA) Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 25.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.22656250," 239,894.70 ", 28.8 ,"Nomura Securities International, Inc.",,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.20703125," 95,957.88 ", 11.5 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.43750000," 19,972.83 ", 12.9 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 20.0 ,TSY,TB 06.125 08/15/29  ,912810FJ2,142.95312500," 69,904.89 ", 28.7 ,J.P. Morgan Securities LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,146.98437500," 19,191.58 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.750 02/15/37  ,912810PT9,146.42187500," 2,710.60 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 25.0 ,TSY,TN 02.250 11/15/27  ,9128283F5,106.28906250," 172,724.18 ", 26.7 ,HSBC Securities (USA) Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 100.0 ,TSY,TN 02.250 11/15/27  ,9128283F5,106.28906250," 690,896.74 ", 107.0 ,"BofA Securities, Inc.",,
Sep 04 2019,Sep 05 2019,Purchase, 25.0 ,TSY,TN 02.250 11/15/27  ,9128283F5,106.29687500," 172,724.18 ", 26.7 ,"BofA Securities, Inc.",,
Sep 04 2019,Sep 05 2019,Purchase, 50.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.21484375," 479,789.40 ", 57.6 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 30.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.42968750," 59,918.48 ", 38.6 ,J.P. Morgan Securities LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.39843750," 1,997.28 ", 1.3 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.39062500," 1,997.28 ", 1.3 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.36718750," 1,997.28 ", 1.3 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.35937500," 1,997.28 ", 1.3 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.35156250," 1,997.28 ", 1.3 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 10.0 ,TSY,TB 03.500 02/15/39  ,912810QA9,128.41796875," 19,972.83 ", 12.9 ,Goldman Sachs & Co. LLC,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,147.03125000," 19,191.58 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 06.250 05/15/30  ,912810FM5,147.00781250," 19,191.58 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.750 02/15/37  ,912810PT9,146.41406250," 2,710.60 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.750 02/15/37  ,912810PT9,146.39843750," 2,710.60 ", 1.5 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 25.0 ,TSY,TN 02.250 11/15/27  ,9128283F5,106.29296875," 172,724.18 ", 26.7 ,"BofA Securities, Inc.",,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.94531250," 2,496.60 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TB 04.375 02/15/38  ,912810PW2,141.93750000," 2,496.60 ", 1.4 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 5.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.21093750," 47,978.94 ", 5.8 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 1.0 ,TSY,TN 03.125 11/15/28  ,9128285M8,114.20312500," 9,595.79 ", 1.2 ,Barclays Capital Inc.,,
Sep 04 2019,Sep 05 2019,Purchase, 50.0 ,TSY,TN 02.875 08/15/28  ,9128284V9,111.82421875," 82,031.25 ", 56.0 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 04.375 11/15/39  ,912810QD3,142.34375000," 13,909.65 ", 1.4 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 25.0 ,TSY,TB 02.750 11/15/42  ,912810QY7,114.29687500," 218,580.16 ", 28.8 ,"Wells Fargo Securities, LLC",,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 04.375 05/15/40  ,912810QH4,142.79687500," 13,909.65 ", 1.4 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 04.375 05/15/41  ,912810QQ4,143.65625000," 13,909.65 ", 1.5 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 50.0 ,TSY,TB 03.375 05/15/44  ,912810RG5,126.87500000," 536,514.95 ", 64.0 ,"Nomura Securities International, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 50.0 ,TSY,TB 03.750 11/15/43  ,912810RD2,133.93750000," 596,127.72 ", 67.6 ,"Nomura Securities International, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.750 11/15/43  ,912810RD2,133.93750000," 11,922.55 ", 1.4 ,NatWest Markets Securities Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.375 11/15/48  ,912810SE9,129.72656250," 107,302.99 ", 13.1 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 2.0 ,TSY,TB 03.375 11/15/48  ,912810SE9,129.71875000," 21,460.60 ", 2.6 ,TD Securities (USA) LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 20.0 ,TSY,TB 04.250 11/15/40  ,912810QL5,140.91406250," 270,244.57 ", 28.5 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 3.0 ,TSY,TB 03.750 08/15/41  ,912810QS0,132.40625000," 7,642.66 ", 4.0 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.750 08/15/41  ,912810QS0,132.50000000," 2,547.55 ", 1.3 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 04.375 11/15/39  ,912810QD3,142.35937500," 13,909.65 ", 1.4 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 38.0 ,TSY,TB 02.750 11/15/42  ,912810QY7,114.26171875," 332,241.85 ", 43.8 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 04.375 05/15/40  ,912810QH4,142.81250000," 13,909.65 ", 1.4 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 2.0 ,TSY,TB 03.375 05/15/44  ,912810RG5,126.84375000," 21,460.60 ", 2.6 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.125 02/15/43  ,912810QZ4,121.44921875," 2,122.96 ", 1.2 ,"RBC Capital Markets, LLC",,
